0;0;0
1;0;0
2;0;0
3;0;0
4;0;0
5;9;3875
6;133;98683
7;328;181479
8;252;80770
9;211;16423
10;171;2180
11;171;237
12;170;30
13;171;3
14;182;0
15;156;0
16;161;0
17;149;0
18;142;0
19;122;0
20;116;0
21;106;0
22;90;0
23;72;0
24;62;0
25;50;0
26;32;0
27;19;0
28;5;0
29;0;0
30;0;0
31;0;0
32;0;0
